Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
NE,Agudelo,Juan,F,"$145,000","$175,000.00",2013
PHI,Casey,Conor,F,"$175,000","$175,000.00",2013
SJ,Chavez,Marvin,M,"$175,000","$175,000.00",2013
CLB,O'Rourke,Danny,D,"$170,000","$175,000.00",2013
VAN,Koffie,Gershon,M,"$165,000","$176,000.00",2013
SJ,Busch,Jon,GK,"$165,000","$176,333.33",2013
PHI,Carroll,Brian,M,"$176,400","$176,400.00",2013
SJ,Cronin,Sam,M,"$175,000","$177,500.00",2013
KC,Besler,Matt,D,"$180,000","$180,000.00",2013
MTL,Rodriguez,Adrian Lopez,D,"$180,000","$180,000.00",2013
SEA,Evans,Brad,F,"$167,296","$181,046.00",2013
MTL,Martins,Felipe,M,"$150,000","$182,500.00",2013
HOU,Barnes,Giles,M,"$175,000","$184,187.50",2013
PHI,Okugo,Amobi,M,"$101,250","$184,250.00",2013
LA,Sarvas,Marcelo,M,"$157,500","$184,375.00",2013
COL,Sanchez,Vincente,F,"$144,000","$186,187.50",2013
POR,Silvestre,Mikael,D,"$180,000","$186,666.67",2013
PHI,McInerney,Jack,F,"$125,500","$189,666.67",2013
VAN,Cannon,Joe,GK,"$180,500","$189,916.67",2013
SEA,Hurtado,Jhon Kennedy,D,"$190,000","$190,000.00",2013
DC,Kitchen,Perry,D,"$105,000","$190,450.00",2013
CHI,Magee,Mike,F,"$185,000","$191,666.67",2013
NE,Alston,Kevin,D,"$145,000","$194,000.00",2013
CHV,Kennedy,Dan,GK,"$192,500","$194,166.67",2013
POR,Jewsbury,Jack,D,"$185,000","$194,750.00",2013
CLB,Gaven,Eddie,M-F,"$190,000","$195,000.00",2013
SJ,Gordon,Alan,F,"$175,000","$196,666.67",2013
CHI,Pause,Logan,M,"$180,000","$197,833.33",2013
HOU,Hall,Tally,GK,"$185,000","$198,500.00",2013
NYRB,Holgersson,Markus,D,"$199,500","$199,500.00",2013
KC,Bieler,Claudio,F,"$200,000","$200,000.00",2013
TOR,Frei,Stefan,GK,"$145,000","$200,000.00",2013
DAL,Ihemelu,Ugo,D,"$200,000","$200,000.00",2013
TOR,Laba,Matias,M,"$200,000","$200,000.00",2013
LA,Mastroeni,Pablo,M-D,"$150,000","$200,000.00",2013
COL,Thomas,Hendry,M,"$180,000","$200,000.00",2013
POR,Urruti,Maximiliano,F,"$200,000","$200,000.04",2013
TOR,Rey,Alvaro,F,"$180,000","$204,450.00",2013
CHI,Lindpere,Joel,M,"$180,000","$205,000.00",2013
DC,Pajoy,Lionard,F,"$190,000","$205,000.00",2013
RSL,Findley,Robbie,F,"$175,000","$205,500.00",2013
KC,Bunbury,Teal,F,"$110,000","$208,000.00",2013
SJ,Hernandez,Jason,D,"$205,000","$208,333.33",2013
SEA,Alonso,Osvaldo,M,"$210,000","$210,000.00",2013
RSL,Rimando,Nick,GK,"$200,000","$210,833.33",2013
NE,Sene,Saer,F,"$200,000","$211,537.54",2013
RSL,Borchers,Nat,D,"$200,004","$211,972.75",2013
HOU,Lopez,Alexander,M,"$192,000","$212,000.00",2013
VAN,Mattocks,Darren,F,"$120,000","$212,000.00",2013
PHI,Le Toux,Sebastian,M,"$200,000","$212,812.50",2013
COL,Pickens,Matt,GK,"$190,000","$212,933.33",2013
RSL,Gil,Luis,M,"$118,750","$213,833.33",2013
TOR,Convey,Bobby,M,"$200,000","$215,000.00",2013
PHI,Parke,Jeff,D,"$205,000","$216,500.00",2013
SJ,Lenhart,Steven,F,"$210,000","$217,500.00",2013
HOU,Boswell,Bobby,D,"$220,000","$220,000.00",2013
KC,Nielsen,Jimmy,GK,"$200,000","$220,000.00",2013
MTL,Wenger,Andrew,D/F,"$120,000","$222,000.00",2013
NYRB,McCarty,Dax,M,"$180,000","$222,500.00",2013
SEA,Rosales,Mauro,M,"$200,000","$225,000.00",2013
CLB,Arrieta,Jairo,F,"$216,000","$225,375.00",2013
CLB,Sanchez,Matias,M,"$190,000","$230,000.00",2013
VAN,O'Brien,Andy,D,"$200,012","$230,012.04",2013
CHI,Larentowicz,Jeff,D,"$225,000","$231,000.00",2013
VAN,Young-Pyo,Lee,D,"$196,900","$231,100.00",2013
SEA,Zakuani,Steve,F,"$135,000","$233,000.00",2013
VAN,Reo-Coker,Nigel,D-M,"$200,000","$237,362.50",2013
DAL,Fernandez,Raul,GK,"$150,000","$237,500.00",2013
VAN,Kobayashi,Daigo,M,"$225,000","$238,833.33",2013
HOU,Cummings,Omar,F,"$225,000","$239,000.00",2013
POR,Johnson,Will,F,"$243,750","$243,750.00",2013
POR,Chara,Diego,M,"$200,004","$243,754.00",2013
MTL,Perkins,Troy,GK,"$225,000","$246,833.33",2013
COL,Moor,Drew,D,"$235,000","$247,000.00",2013
VAN,Sanvezzo,Camilo,F,"$210,000","$247,500.00",2013
LA,Franklin,Sean,D,"$225,000","$248,333.33",2013
CHI,Rolfe,Chris,F,"$225,000","$248,333.33",2013
CHI,Nyarko,Patrick,F,"$230,000","$249,500.00",2013
MTL,Bernardello,Hernan,M,"$250,008","$250,008.00",2013
KC,Collin,Aurelien,D,"$250,000","$256,250.00",2013
CHV,Bocanegra,Carlos,D,"$228,000","$261,333.33",2013
DAL,Hassli,Eric,F,"$237,276","$262,276.00",2013
CLB,Berti,Glauber,D,"$215,000","$263,333.33",2013
POR,Nagbe,Darlington,M/F,"$130,000","$266,000.00",2013
KC,Nagamura,Paulo,M,"$265,000","$270,500.00",2013
CHI,Duka,Dilaver,M,"$140,000","$273,000.00",2013
RSL,McDonald,Brandon,M,"$235,000","$273,250.00",2013
COL,Buddle,Edson,F,"$275,000","$275,000.00",2013
COL,Torres,Gabriel,F,"$264,000","$276,500.00",2013
LA,Gonzalez,Omar,D,"$205,000","$282,000.00",2013
SEA,Gspurning,Michael,GK,"$210,000","$285,000.00",2013
COL,Wynne,Marvell,D,"$200,000","$285,000.00",2013
MTL,Arnaud,Davy,M,"$275,000","$290,000.00",2013
LA,Juninho,,M,"$290,000","$290,000.00",2013
NE,Toja,Juan,M-F,"$275,000","$295,000.00",2013
MTL,Ferrari,Matteo,D,"$240,000","$295,475.00",2013
RSL,Morales,Javier,M,"$300,000","$300,000.00",2013
POR,Ricketts,Donovan,GK,"$275,000","$300,000.00",2013
DAL,John,George,D,"$275,000","$301,666.67",2013
DC,Jakovic,Dejan,D,"$280,000","$303,341.33",2013
MTL,Nesta,Alessandro,D,"$260,000","$305,000.00",2013
HOU,Clark,Ricardo,M,"$274,000","$307,750.00",2013
TOR,Eckersley,Richard,D,"$210,000","$310,000.00",2013
KC,Feilhaber,Benny,M,"$300,000","$312,187.50",2013
PHI,Valdes,Carlos,D,"$321,000","$321,000.00",2013
DAL,Perez,Blas,F,"$300,000","$324,250.00",2013
NYRB,Olave,Jamison,D,"$275,000","$325,000.00",2013
RSL,Beckerman,Kyle,M,"$300,000","$328,750.00",2013
NYRB,Pearce,Heath,D,"$331,236","$340,736.00",2013
SJ,Goodson,Clarence,D,"$315,000","$342,000.00",2013
DAL,Cooper,Kenny,F,"$325,000","$342,500.00",2013
CHI,Soumare,Bakary,D,"$310,000","$350,000.00",2013
DC,Pontius,Chris,M-F,"$330,000","$361,000.00",2013
CLB,Marshall,Chad,D,"$330,000","$361,250.00",2013
CHI,Fernandez,Alvaro,M,"$300,000","$366,666.67",2013
HOU,Davis,Brad,M,"$325,000","$372,062.50",2013
VAN,DeMerit,Jay,D,"$325,000","$375,000.00",2013
KC,Zusi,Graham,F-M,"$350,000","$383,250.00",2013
DAL,Diaz,Mauro,M,"$312,000","$398,000.00",2013
POR,Valeri,Diego,M,"$400,000","$400,000.00",2013
RSL,Saborio,Alvaro,F,"$360,000","$453,333.33",2013
PHI,Kleberson,Jose,M,"$495,000","$495,000.00",2013
SJ,Wondolowski,Chris,M,"$550,000","$600,000.00",2013
CLB,Higuain,Federico,M-F,"$440,000","$604,000.00",2013
DC,DeRosario,Dwayne,M,"$600,000","$645,333.33",2013
DAL,Ferreira,David,M-F,"$625,000","$730,000.00",2013
CHI,Rios,Egidio,M,"$768,000","$768,000.00",2013
SEA,Montero,Fredy,F,"$700,000","$856,000.00",2013
VAN,Miller,Kenny,F,"$1,114,992","$1,124,992.00",2013
TOR,Koevermans,Danny,F,"$1,250,000","$1,663,323.33",2013
SEA,Martins,Obafemi,F,"$1,600,000","$1,725,000.00",2013
MTL,Di Vaio,Marco,F,"$1,000,008","$1,937,508.00",2013
LA,Donovan,Landon,F,"$2,500,000","$2,500,000.00",2013
NYRB,Cahill,Tim,M,"$3,500,000","$3,625,000.00",2013
LA,Keane,Robbie,F,"$4,000,000","$4,333,333.33",2013
NYRB,Henry,Thierry,F,"$3,750,000","$4,350,000.00",2013
SEA,Dempsey,Clint,F,"$4,913,004","$5,038,566.50",2013
